decision_date,feature_end,date,label_start,n_names,n_sleeves,include_thin,n_thin,strategy_id,ticker,weight,thin_lt5y,configuration_id
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,IEUR,0.002414207889758306,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,IQLT,0.0033698530777928133,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GBTC,0.0002071970270742832,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GSLC,0.0025291160133724872,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GSIE,0.003030634217051985,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GSEU,0.0027818116859489785,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GSJY,0.0016866077930408785,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SPY,0.004064656554254956,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,MDY,0.003283029300936136,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EWJ,0.0054017807908777905,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,QQQ,0.004014355236003873,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IVV,0.004070253399039432,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWB,0.003909294136034062,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWM,0.003104219805280069,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWD,0.0038700849289649854,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJR,0.003132572477074251,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJH,0.003285281293553068,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IVE,0.0039913522871281755,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWV,0.0038695697580987776,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWO,0.0030514664429840957,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWN,0.0031284648963103077,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJT,0.0032530385799348907,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJS,0.002988604143894499,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJK,0.0034767879517995483,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IJJ,0.0030788358063132226,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IEV,0.0037208194147284514,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IUSV,0.0039000216894802997,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SPYV,0.003986420705756709,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VTI,0.0038446799515588106,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWP,0.0034433159608094383,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWS,0.0032886296690657615,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EFA,0.004038627723038207,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IWR,0.0033519500213011187,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VXF,0.002983034594702966,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,TLT,0.038652817619828916,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IEF,0.043307782320380475,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SHY,0.04406214084050168,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EEM,0.0037325199757039986,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,AGG,0.025254319626068007,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,TIP,0.01888436341788467,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VTV,0.004170582030791709,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VO,0.0034182565262956075,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VV,0.003994441245375616,False,0
